Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","158","China, Taiwan Province of","5510","Production","0111","Wheat","2020","2020","t","6000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","158","China, Taiwan Province of","5312","Area harvested","0111","Wheat","2021","2021","ha","3000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","158","China, Taiwan Province of","5419","Yield","0111","Wheat","2021","2021","100 g/ha","20000","E","Estimated value",""
"QCL","Crops and livestock products","158","China, Taiwan Province of","5510","Production","0111","Wheat","2021","2021","t","6000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2019","2019","ha","2733","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","20794","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","0111","Wheat","2019","2019","t","5684.02","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2020","2020","ha","2535","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","24832","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","0111","Wheat","2020","2020","t","6295","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5312","Area harvested","0111","Wheat","2021","2021","ha","2600","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","26788","A","Official figure",""
"QCL","Crops and livestock products","170","Colombia","5510","Production","0111","Wheat","2021","2021","t","6965","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2019","2019","ha","143150","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","56114","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2019","2019","t","803270","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2020","2020","ha","147840","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","58680","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2020","2020","t","867530","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5312","Area harvested","0111","Wheat","2021","2021","ha","147390","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","66960","A","Official figure",""
"QCL","Crops and livestock products","191","Croatia","5510","Production","0111","Wheat","2021","2021","t","986930","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2019","2019","ha","10590","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5419","Yield","0111","Wheat","2019","2019","100 g/ha","27828","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2019","2019","t","29470","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2020","2020","ha","12500","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5419","Yield","0111","Wheat","2020","2020","100 g/ha","25816","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2020","2020","t","32270","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5312","Area harvested","0111","Wheat","2021","2021","ha","12000","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5419","Yield","0111","Wheat","2021","2021","100 g/ha","21317","A","Official figure",""
"QCL","Crops and livestock products","196","Cyprus","5510","Production","0111","Wheat","2021","2021","t","25580","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5312","Area harvested","0111","Wheat","2019","2019","ha","839450","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","57325","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","0111","Wheat","2019","2019","t","4812160","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5312","Area harvested","0111","Wheat","2020","2020","ha","798580","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","61389","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","0111","Wheat","2020","2020","t","4902410","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5312","Area harvested","0111","Wheat","2021","2021","ha","784780","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","63214","A","Official figure",""
"QCL","Crops and livestock products","203","Czechia","5510","Production","0111","Wheat","2021","2021","t","4960930","A","Official figure",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5312","Area harvested","0111","Wheat","2019","2019","ha","71682","I","Imputed value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5419","Yield","0111","Wheat","2019","2019","100 g/ha","12207","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0111","Wheat","2019","2019","t","87500","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5312","Area harvested","0111","Wheat","2020","2020","ha","72523","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5419","Yield","0111","Wheat","2020","2020","100 g/ha","12272","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0111","Wheat","2020","2020","t","89000","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5312","Area harvested","0111","Wheat","2021","2021","ha","70570","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5419","Yield","0111","Wheat","2021","2021","100 g/ha","12272","E","Estimated value",""
"QCL","Crops and livestock products","408","Democratic People's Republic of Korea","5510","Production","0111","Wheat","2021","2021","t","86603.65","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0111","Wheat","2019","2019","ha","8292","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5419","Yield","0111","Wheat","2019","2019","100 g/ha","12147","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","0111","Wheat","2019","2019","t","10072.64","I","Imputed value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0111","Wheat","2020","2020","ha","8000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5419","Yield","0111","Wheat","2020","2020","100 g/ha","11250","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","0111","Wheat","2020","2020","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5312","Area harvested","0111","Wheat","2021","2021","ha","8000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5419","Yield","0111","Wheat","2021","2021","100 g/ha","11250","E","Estimated value",""
"QCL","Crops and livestock products","180","Democratic Republic of the Congo","5510","Production","0111","Wheat","2021","2021","t","9000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","208","Denmark","5312","Area harvested","0111","Wheat","2019","2019","ha","573400","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2019","2019","100 g/ha","80957","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2019","2019","t","4642090","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5312","Area harvested","0111","Wheat","2020","2020","ha","502600","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2020","2020","100 g/ha","80987","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2020","2020","t","4070410","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5312","Area harvested","0111","Wheat","2021","2021","ha","537700","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5419","Yield","0111","Wheat","2021","2021","100 g/ha","75267","A","Official figure",""
"QCL","Crops and livestock products","208","Denmark","5510","Production","0111","Wheat","2021","2021","t","4047090","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5312","Area harvested","0111","Wheat","2019","2019","ha","3085","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5419","Yield","0111","Wheat","2019","2019","100 g/ha","16446","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0111","Wheat","2019","2019","t","5073.39","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5312","Area harvested","0111","Wheat","2020","2020","ha","6698","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5419","Yield","0111","Wheat","2020","2020","100 g/ha","21868","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0111","Wheat","2020","2020","t","14647","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5312","Area harvested","0111","Wheat","2021","2021","ha","6038","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5419","Yield","0111","Wheat","2021","2021","100 g/ha","18051","A","Official figure",""
"QCL","Crops and livestock products","218","Ecuador","5510","Production","0111","Wheat","2021","2021","t","10898.38","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2019","2019","ha","1316678","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0111","Wheat","2019","2019","100 g/ha","65003","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2019","2019","t","8558807","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2020","2020","ha","1429684","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0111","Wheat","2020","2020","100 g/ha","63663","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2020","2020","t","9101785","A","Official figure",""
"QCL","Crops and livestock products","818","Egypt","5312","Area harvested","0111","Wheat","2021","2021","ha","1394558","I","Imputed value",""
"QCL","Crops and livestock products","818","Egypt","5419","Yield","0111","Wheat","2021","2021","100 g/ha","64537","E","Estimated value",""
"QCL","Crops and livestock products","818","Egypt","5510","Production","0111","Wheat","2021","2021","t","9000000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5312","Area harvested","0111","Wheat","2019","2019","ha","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5419","Yield","0111","Wheat","2019","2019","100 g/ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5510","Production","0111","Wheat","2019","2019","t","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5312","Area harvested","0111","Wheat","2020","2020","ha","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5419","Yield","0111","Wheat","2020","2020","100 g/ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5510","Production","0111","Wheat","2020","2020","t","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5312","Area harvested","0111","Wheat","2021","2021","ha","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","232","Eritrea","5419","Yield","0111","Wheat","2021","2021","100 g/ha","10000","E","Estimated value",""
"QCL","Crops and livestock products","232","Eritrea","5510","Production","0111","Wheat","2021","2021","t","25000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2019","2019","ha","166980","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","50699","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2019","2019","t","846580","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2020","2020","ha","168040","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","50019","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2020","2020","t","840520","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5312","Area harvested","0111","Wheat","2021","2021","ha","180000","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","40904","A","Official figure",""
"QCL","Crops and livestock products","233","Estonia","5510","Production","0111","Wheat","2021","2021","t","736270","A","Official figure",""
"QCL","Crops and livestock products","748","Eswatini","5312","Area harvested","0111","Wheat","2019","2019","ha","374","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5419","Yield","0111","Wheat","2019","2019","100 g/ha","18670","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5510","Production","0111","Wheat","2019","2019","t","699.14","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5312","Area harvested","0111","Wheat","2020","2020","ha","375","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5419","Yield","0111","Wheat","2020","2020","100 g/ha","18784","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5510","Production","0111","Wheat","2020","2020","t","704.47","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5312","Area harvested","0111","Wheat","2021","2021","ha","376","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5419","Yield","0111","Wheat","2021","2021","100 g/ha","18861","E","Estimated value",""
"QCL","Crops and livestock products","748","Eswatini","5510","Production","0111","Wheat","2021","2021","t","709.46","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5312","Area harvested","0111","Wheat","2019","2019","ha","1789372","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","29705","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","0111","Wheat","2019","2019","t","5315270.33","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5312","Area harvested","0111","Wheat","2020","2020","ha","1829051","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","29954","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","0111","Wheat","2020","2020","t","5478708.65","A","Official figure",""
"QCL","Crops and livestock products","231","Ethiopia","5312","Area harvested","0111","Wheat","2021","2021","ha","1950000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","231","Ethiopia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","26738","E","Estimated value",""
"QCL","Crops and livestock products","231","Ethiopia","5510","Production","0111","Wheat","2021","2021","t","5214000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","2019","2019","ha","197600","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5419","Yield","0111","Wheat","2019","2019","100 g/ha","46264","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5510","Production","0111","Wheat","2019","2019","t","914180","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","2020","2020","ha","198800","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5419","Yield","0111","Wheat","2020","2020","100 g/ha","34538","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5510","Production","0111","Wheat","2020","2020","t","686620","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5312","Area harvested","0111","Wheat","2021","2021","ha","212400","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5419","Yield","0111","Wheat","2021","2021","100 g/ha","32352","A","Official figure",""
"QCL","Crops and livestock products","246","Finland","5510","Production","0111","Wheat","2021","2021","t","687160","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2019","2019","ha","5244250","A","Official figure",""
"QCL","Crops and livestock products","250","France","5419","Yield","0111","Wheat","2019","2019","100 g/ha","77428","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2019","2019","t","40604960","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2020","2020","ha","4512420","A","Official figure",""
"QCL","Crops and livestock products","250","France","5419","Yield","0111","Wheat","2020","2020","100 g/ha","66803","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2020","2020","t","30144110","A","Official figure",""
"QCL","Crops and livestock products","250","France","5312","Area harvested","0111","Wheat","2021","2021","ha","5276730","A","Official figure",""
"QCL","Crops and livestock products","250","France","5419","Yield","0111","Wheat","2021","2021","100 g/ha","69284","A","Official figure",""
"QCL","Crops and livestock products","250","France","5510","Production","0111","Wheat","2021","2021","t","36559450","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5312","Area harvested","0111","Wheat","2019","2019","ha","43100","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5419","Yield","0111","Wheat","2019","2019","100 g/ha","23341","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5510","Production","0111","Wheat","2019","2019","t","100600","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5312","Area harvested","0111","Wheat","2020","2020","ha","46500","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5419","Yield","0111","Wheat","2020","2020","100 g/ha","22022","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5510","Production","0111","Wheat","2020","2020","t","102400","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5312","Area harvested","0111","Wheat","2021","2021","ha","50300","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5419","Yield","0111","Wheat","2021","2021","100 g/ha","27018","A","Official figure",""
"QCL","Crops and livestock products","268","Georgia","5510","Production","0111","Wheat","2021","2021","t","135900","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2019","2019","ha","3118100","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5419","Yield","0111","Wheat","2019","2019","100 g/ha","73964","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2019","2019","t","23062600","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2020","2020","ha","2835500","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5419","Yield","0111","Wheat","2020","2020","100 g/ha","78195","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2020","2020","t","22172100","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5312","Area harvested","0111","Wheat","2021","2021","ha","2939000","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5419","Yield","0111","Wheat","2021","2021","100 g/ha","73015","A","Official figure",""
"QCL","Crops and livestock products","276","Germany","5510","Production","0111","Wheat","2021","2021","t","21459200","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5312","Area harvested","0111","Wheat","2019","2019","ha","350490","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2019","2019","100 g/ha","27939","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2019","2019","t","979220","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5312","Area harvested","0111","Wheat","2020","2020","ha","355880","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2020","2020","100 g/ha","30773","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2020","2020","t","1095150","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5312","Area harvested","0111","Wheat","2021","2021","ha","364010","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5419","Yield","0111","Wheat","2021","2021","100 g/ha","29075","A","Official figure",""
"QCL","Crops and livestock products","300","Greece","5510","Production","0111","Wheat","2021","2021","t","1058360","A","Official figure",""
"QCL","Crops and livestock products","320","Guatemala","5312","Area harvested","0111","Wheat","2019","2019","ha","76","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5419","Yield","0111","Wheat","2019","2019","100 g/ha","21449","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5510","Production","0111","Wheat","2019","2019","t","164","A","Official figure",""
"QCL","Crops and livestock products","320","Guatemala","5312","Area harvested","0111","Wheat","2020","2020","ha","8","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5419","Yield","0111","Wheat","2020","2020","100 g/ha","21470","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5510","Production","0111","Wheat","2020","2020","t","18.05","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5312","Area harvested","0111","Wheat","2021","2021","ha","136","I","Imputed value",""
"QCL","Crops and livestock products","320","Guatemala","5419","Yield","0111","Wheat","2021","2021","100 g/ha","21395","E","Estimated value",""
"QCL","Crops and livestock products","320","Guatemala","5510","Production","0111","Wheat","2021","2021","t","291.97","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","0111","Wheat","2019","2019","ha","2325","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5419","Yield","0111","Wheat","2019","2019","100 g/ha","5428","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","0111","Wheat","2019","2019","t","1261.86","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","0111","Wheat","2020","2020","ha","2345","I","Imputed value",""
"QCL","Crops and livestock products","340","Honduras","5419","Yield","0111","Wheat","2020","2020","100 g/ha","5331","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","0111","Wheat","2020","2020","t","1250.23","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5312","Area harvested","0111","Wheat","2021","2021","ha","2332","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5419","Yield","0111","Wheat","2021","2021","100 g/ha","5385","E","Estimated value",""
"QCL","Crops and livestock products","340","Honduras","5510","Production","0111","Wheat","2021","2021","t","1255.58","E","Estimated value",""
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2019","2019","ha","1015640","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2019","2019","100 g/ha","52949","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","2019","2019","t","5377710","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2020","2020","ha","936620","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2020","2020","100 g/ha","54680","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","2020","2020","t","5121480","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5312","Area harvested","0111","Wheat","2021","2021","ha","892790","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5419","Yield","0111","Wheat","2021","2021","100 g/ha","59254","A","Official figure",""
"QCL","Crops and livestock products","348","Hungary","5510","Production","0111","Wheat","2021","2021","t","5290140","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0111","Wheat","2019","2019","ha","29318780","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0111","Wheat","2019","2019","100 g/ha","35334","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0111","Wheat","2019","2019","t","103596230","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0111","Wheat","2020","2020","ha","31357020","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0111","Wheat","2020","2020","100 g/ha","34398","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0111","Wheat","2020","2020","t","107860510","A","Official figure",""
"QCL","Crops and livestock products","356","India","5312","Area harvested","0111","Wheat","2021","2021","ha","31610000","A","Official figure",""
"QCL","Crops and livestock products","356","India","5419","Yield","0111","Wheat","2021","2021","100 g/ha","34669","A","Official figure",""
"QCL","Crops and livestock products","356","India","5510","Production","0111","Wheat","2021","2021","t","109590000","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5312","Area harvested","0111","Wheat","2019","2019","ha","8058668","I","Imputed value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5419","Yield","0111","Wheat","2019","2019","100 g/ha","17993","E","Estimated value",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5510","Production","0111","Wheat","2019","2019","t","14500000","X","Figure from international organizations","Unofficial figure"
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5312","Area harvested","0111","Wheat","2020","2020","ha","6680866","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5419","Yield","0111","Wheat","2020","2020","100 g/ha","15591","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5510","Production","0111","Wheat","2020","2020","t","10416184.57","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5312","Area harvested","0111","Wheat","2021","2021","ha","6473949","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5419","Yield","0111","Wheat","2021","2021","100 g/ha","15591","A","Official figure",""
"QCL","Crops and livestock products","364","Iran (Islamic Republic of)","5510","Production","0111","Wheat","2021","2021","t","10093578.64","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5312","Area harvested","0111","Wheat","2019","2019","ha","1543316","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5419","Yield","0111","Wheat","2019","2019","100 g/ha","28144","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5510","Production","0111","Wheat","2019","2019","t","4343473","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5312","Area harvested","0111","Wheat","2020","2020","ha","2118691","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5419","Yield","0111","Wheat","2020","2020","100 g/ha","29445","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5510","Production","0111","Wheat","2020","2020","t","6238392","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5312","Area harvested","0111","Wheat","2021","2021","ha","1591803","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5419","Yield","0111","Wheat","2021","2021","100 g/ha","26597","A","Official figure",""
"QCL","Crops and livestock products","368","Iraq","5510","Production","0111","Wheat","2021","2021","t","4233714","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0111","Wheat","2019","2019","ha","63480","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0111","Wheat","2019","2019","100 g/ha","93787","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0111","Wheat","2019","2019","t","595360","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0111","Wheat","2020","2020","ha","46990","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0111","Wheat","2020","2020","100 g/ha","77659","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0111","Wheat","2020","2020","t","364920","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5312","Area harvested","0111","Wheat","2021","2021","ha","62330","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5419","Yield","0111","Wheat","2021","2021","100 g/ha","100767","A","Official figure",""
"QCL","Crops and livestock products","372","Ireland","5510","Production","0111","Wheat","2021","2021","t","628080","A","Official figure",""
